[2025-11-15T10:34:11.069Z] [ERROR] API Error fetching navigation data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:34:11.075Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T10:34:30.054Z] [ERROR] API Error fetching navigation data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:34:30.067Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T10:35:25.029Z] [ERROR] API Error fetching products page data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:35:25.549Z] [ERROR] API Error fetching products page data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:37:39.481Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T10:37:39.980Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T13:00:03.158Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:00:03.366Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:00:24.608Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:00:50.573Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:01:01.730Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T13:01:01.762Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T13:01:15.308Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:01:42.035Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:01:42.284Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:02:21.058Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:02:58.252Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:03:22.978Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:14:12.662Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:15:21.691Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:15:23.006Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T13:15:23.059Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T13:15:23.091Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T13:15:23.113Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T13:15:25.209Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T13:15:25.324Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T13:15:39.258Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:16:14.820Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:16:33.651Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:16:45.077Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:16:57.038Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:17:08.023Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:18:33.739Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
